,salary,comission,age,elevel,car,zipcode,hvalue,hyears,loan,class,datetime
36,60581.81888263425,40933.45163679264,48,3,0,8,60308.940708605216,6,483187.99800898705,0,2022-07-08 00:00:36
37,38717.56025872142,42148.22130296183,69,4,1,1,1084655.127843994,26,103227.60303739131,0,2022-07-08 00:00:37
38,22012.5815378595,15439.622380188888,44,3,10,3,352105.681158365,17,120038.97675773468,0,2022-07-08 00:00:38
39,138164.2672447263,0.0,27,0,15,5,487586.5712383036,15,271679.0575249193,0,2022-07-08 00:00:39
40,72635.44593847689,24859.68746075769,37,2,16,1,756463.0395659204,27,332765.2550437495,1,2022-07-08 00:00:40
41,80768.2593044348,0.0,55,0,15,0,885085.6897247989,16,76686.07191849075,1,2022-07-08 00:00:41
42,114926.35544676137,0.0,60,4,9,0,762663.2825040851,21,230705.31373419455,0,2022-07-08 00:00:42
43,111506.61248616349,0.0,36,1,8,6,433849.79414139834,28,77054.36945477944,0,2022-07-08 00:00:43
44,146417.3464269071,0.0,70,0,1,8,66145.59922497379,21,495725.2986213182,1,2022-07-08 00:00:44
45,36862.99814214366,49837.18674715446,65,3,15,7,219697.1961290312,13,160203.03570328437,0,2022-07-08 00:00:45
46,50597.22648623528,65480.628620634954,55,0,10,3,385888.61061924184,30,37580.375790890794,1,2022-07-08 00:00:46
47,95724.76755376274,0.0,50,3,8,5,227019.0854492938,5,442734.65065466607,0,2022-07-08 00:00:47
48,117462.15252986079,0.0,75,4,12,7,176750.63683196434,27,52690.69304385443,0,2022-07-08 00:00:48
49,119549.88996951893,0.0,67,1,4,6,338808.81776982336,6,268561.59792023146,1,2022-07-08 00:00:49
50,72299.48522588267,27093.327242411087,77,4,1,8,73000.04143104181,8,416302.2573108441,0,2022-07-08 00:00:50
51,53230.59971205869,54785.187773052145,59,4,11,6,342325.1252255665,25,132524.33329379998,1,2022-07-08 00:00:51
52,24451.271967786233,73564.4421908886,45,2,13,2,521224.8477379385,9,321573.88396290597,0,2022-07-08 00:00:52
53,42996.73658700586,55894.06237287378,31,3,13,2,502143.85431384714,1,78242.00748438558,1,2022-07-08 00:00:53
54,116224.60901439484,0.0,35,4,6,1,1058047.271566845,17,174098.13471750595,1,2022-07-08 00:00:54
55,133830.4460057028,0.0,45,1,5,5,487244.39217912836,7,75337.20093305662,0,2022-07-08 00:00:55
56,79519.70893174424,0.0,69,1,4,3,715683.3393437546,8,240218.93628593793,1,2022-07-08 00:00:56
57,107929.03376963706,0.0,66,2,1,7,111869.22828873065,9,21161.883558690475,0,2022-07-08 00:00:57
58,27399.367077592597,31679.09865737421,40,2,14,1,521190.30586269585,7,386803.25295449246,0,2022-07-08 00:00:58
59,124495.42652551379,0.0,30,2,10,6,170434.744616046,20,170067.3706848125,1,2022-07-08 00:00:59
60,70308.91937511947,22530.890200323458,75,2,10,0,1071390.3855720523,23,407547.69318709045,0,2022-07-08 00:01:00
61,127520.68241766858,0.0,77,0,7,3,499608.15261152055,22,293782.8616512173,1,2022-07-08 00:01:01
62,69322.00967662063,13723.805638869626,35,2,15,2,616274.8331921143,15,437356.7953162339,1,2022-07-08 00:01:02
63,142308.26828433387,0.0,22,2,12,7,166845.03217248095,20,168691.6341049567,1,2022-07-08 00:01:03
64,111023.59917239477,0.0,42,2,2,7,212490.2327261882,30,449281.601352415,0,2022-07-08 00:01:04
65,44182.95439301249,40780.24709131586,30,0,16,7,102121.95051614898,16,449081.4851228751,0,2022-07-08 00:01:05
66,92382.72636125487,0.0,70,2,2,8,65015.84503728095,19,667.8604128499966,0,2022-07-08 00:01:06
67,76642.30465155616,0.0,66,0,8,7,290309.95770491345,16,163169.77840186298,1,2022-07-08 00:01:07
68,28712.141768979345,12415.835797383828,60,1,7,5,263535.02502251475,22,202930.06569691063,1,2022-07-08 00:01:08
69,91223.47221652692,0.0,27,2,12,0,467142.3951304634,3,149711.82965956358,1,2022-07-08 00:01:09
70,73818.54229290785,46742.94976131475,38,0,2,3,316562.5741302984,15,430415.54540220974,0,2022-07-08 00:01:10
71,97044.24985771142,0.0,66,0,3,4,579601.9619840273,23,98669.06789581859,1,2022-07-08 00:01:11
72,49980.358733338726,60228.81177865051,24,4,12,8,135331.50858770448,30,167856.4541768295,1,2022-07-08 00:01:12
73,32164.912235281434,59172.0496806698,62,4,10,8,56340.59291228123,3,35202.004226394914,0,2022-07-08 00:01:13
74,103414.10108934731,0.0,24,2,10,4,579943.3240724419,26,4230.570367570963,1,2022-07-08 00:01:14
75,52335.95286814921,61600.126064630866,21,2,13,3,729437.1559154798,9,108044.53995024682,1,2022-07-08 00:01:15
76,95689.78818077082,0.0,46,2,9,3,535502.3433530481,19,142759.13926748562,0,2022-07-08 00:01:16
77,147270.96239350748,0.0,61,4,19,3,706004.584260579,1,255351.47538686037,0,2022-07-08 00:01:17
78,130658.78691512403,0.0,47,1,2,0,1052755.8678879337,9,471104.92826906353,0,2022-07-08 00:01:18
79,105259.09215341073,0.0,23,3,5,7,264810.92325917806,11,298069.01932323864,1,2022-07-08 00:01:19
80,23074.44160753213,43557.828199788026,57,2,7,2,725791.1258036309,23,405908.08866826975,0,2022-07-08 00:01:20
81,72904.44067465214,68953.88719666435,73,1,17,0,539396.5839354206,11,472331.15896280657,1,2022-07-08 00:01:21
82,28600.90435385333,27825.095068073966,67,4,13,1,534985.5129426904,18,439674.043305629,0,2022-07-08 00:01:22
83,88179.2556754413,0.0,32,3,6,6,268729.1917055667,29,317743.3739306245,1,2022-07-08 00:01:23
84,118811.69971446026,0.0,24,2,3,0,944592.7465238513,14,11214.352223019252,1,2022-07-08 00:01:24
85,68253.23527597665,29356.781815326634,30,1,18,0,1334887.7844318992,14,163652.67227566126,0,2022-07-08 00:01:25
86,41741.41669655703,84677.02582136016,79,0,8,0,1095662.3438381131,18,116133.1331140022,1,2022-07-08 00:01:26
87,125970.98007874099,0.0,30,4,3,4,644841.30983185,17,18517.381972645686,1,2022-07-08 00:01:27
88,89717.9284957134,0.0,66,4,10,5,450917.4198514292,23,200059.5252947362,0,2022-07-08 00:01:28
89,35557.361712513244,47036.82603931644,73,0,12,4,554068.1699698608,3,344031.5825104148,1,2022-07-08 00:01:29
90,33138.983675329655,26590.457150991726,47,4,4,2,623713.3306446766,18,472451.4030212745,1,2022-07-08 00:01:30
91,125434.83502006598,0.0,36,3,13,4,437256.1819786427,27,7821.740199333182,1,2022-07-08 00:01:31
92,134439.09023718897,0.0,38,2,16,7,226394.91194653232,10,1205.7091026221879,1,2022-07-08 00:01:32
93,53691.12214185062,48162.3429824199,23,4,10,0,477319.78263898275,5,88533.4246685498,1,2022-07-08 00:01:33
94,79284.12141029086,0.0,75,3,12,0,635140.5979125963,8,371501.76836412895,0,2022-07-08 00:01:34
95,28036.10973093116,65900.0105835966,67,3,18,2,856914.9574928458,29,414761.9311906567,0,2022-07-08 00:01:35
96,108970.27338948548,0.0,53,0,5,8,101374.28449508156,11,196362.3109815933,1,2022-07-08 00:01:36
97,64584.49617386198,66395.48397624565,60,1,1,5,462837.04570311273,3,225337.18860939593,1,2022-07-08 00:01:37
98,20404.934527845155,35075.7311354885,40,4,4,5,373812.1964875857,22,382629.3268270883,1,2022-07-08 00:01:38
99,102653.28684527369,0.0,34,1,13,7,281079.64861158543,1,73024.96020522475,0,2022-07-08 00:01:39
100,130939.95251107981,0.0,47,0,13,0,1021443.2122872578,26,62585.940823325356,1,2022-07-08 00:01:40
101,70902.66932607078,56252.26866643298,46,0,0,5,207373.38098269614,11,186117.79787241246,1,2022-07-08 00:01:41
102,45844.622179301965,43985.70174029046,77,4,0,8,141927.6844680036,27,465074.65760733135,0,2022-07-08 00:01:42
103,119692.9420612368,0.0,59,4,9,4,496553.9690764444,13,410739.171596312,1,2022-07-08 00:01:43
104,118285.10667829412,0.0,32,0,3,2,906677.9719247135,30,317376.02847495035,0,2022-07-08 00:01:44
105,139501.23870133166,0.0,38,4,18,2,724468.9733401809,15,113693.78463890156,1,2022-07-08 00:01:45
106,140419.47357956867,0.0,27,3,17,1,858201.6757360938,29,122521.32913112668,1,2022-07-08 00:01:46
107,58914.88324492222,19840.301133910296,66,3,18,0,942107.903603948,18,95572.07860983246,0,2022-07-08 00:01:47
108,48813.02147610922,77609.43791796199,62,0,0,2,518329.02871478,10,453039.9470628556,1,2022-07-08 00:01:48
109,59480.36940444783,54785.700803668915,37,3,14,4,475731.3038316459,28,404843.6783280631,1,2022-07-08 00:01:49
110,42390.37648604213,25043.590681360227,39,1,10,3,824919.5119363292,2,289779.31569607416,0,2022-07-08 00:01:50
111,64084.20143818303,48450.79703609581,55,0,4,5,544005.8378044544,10,241496.52133924927,1,2022-07-08 00:01:51
112,85920.81434212805,0.0,61,3,5,7,156819.4889235314,2,487936.92562512774,0,2022-07-08 00:01:52
113,77294.2330212108,0.0,65,2,11,0,915062.2304526526,18,305612.141310507,0,2022-07-08 00:01:53
114,60319.1190100611,69672.44109406296,62,4,13,2,463488.4851645145,22,151954.94470059517,0,2022-07-08 00:01:54
115,65444.0717357327,15537.577979288333,69,3,14,5,361556.94963999215,8,78851.03388536524,0,2022-07-08 00:01:55
116,36130.97910576835,11718.42449431562,79,3,18,8,99083.62654529732,26,3726.238784434455,0,2022-07-08 00:01:56
117,141094.33220757917,0.0,28,3,15,1,630094.771655484,30,421883.07878016884,1,2022-07-08 00:01:57
118,31470.848018261524,47936.58521855266,49,0,14,1,1001424.4280491822,19,80696.39641205523,1,2022-07-08 00:01:58
119,113393.18159776236,0.0,33,3,9,4,268834.2861588613,14,212154.4059892388,1,2022-07-08 00:01:59
120,49440.369698948736,44447.47448702391,43,1,5,7,131725.33438717085,9,132780.96158710745,0,2022-07-08 00:02:00
121,133342.08337382227,0.0,70,3,4,2,846257.6526342209,14,334161.8036657737,0,2022-07-08 00:02:01
122,68989.5793186006,15138.491375228317,32,1,13,7,233417.72122040877,20,69980.31369005136,0,2022-07-08 00:02:02
123,22423.29172450022,21734.15762457365,34,2,11,1,644170.5579220629,15,173383.36314101054,1,2022-07-08 00:02:03
124,71872.92224277536,20530.953850005095,39,4,19,6,210673.5082428384,23,434568.65756460914,1,2022-07-08 00:02:04
125,22059.2318604511,46203.290305797054,36,1,19,0,651116.2492688202,9,370286.5577930374,0,2022-07-08 00:02:05
126,112232.23755848217,0.0,60,3,8,0,1078382.1515428084,5,419800.548045985,0,2022-07-08 00:02:06
127,23127.24193481371,71072.10213741413,73,4,17,5,201097.5584593172,15,251823.29242732737,0,2022-07-08 00:02:07
128,64411.98121335377,38333.03061636732,51,2,10,2,720598.6119645719,10,295544.7562040993,0,2022-07-08 00:02:08
129,43626.041039087286,83995.91258241006,50,3,14,8,82965.21542186853,23,162323.50053817933,0,2022-07-08 00:02:09
130,148446.21807152376,0.0,62,1,1,7,281483.0926992008,7,438217.83310361713,1,2022-07-08 00:02:10
131,96328.28768469409,0.0,54,0,16,0,1096922.4352997693,13,223363.5211515998,1,2022-07-08 00:02:11
132,96844.57658601046,0.0,49,0,8,0,1191892.9568955307,5,115060.1222798997,1,2022-07-08 00:02:12
133,69672.46899159133,84760.38895016408,64,0,13,0,1024372.8833039844,30,476268.0735189475,1,2022-07-08 00:02:13
134,131216.87794621353,0.0,31,4,7,0,886052.4998339887,22,336416.61971506063,1,2022-07-08 00:02:14
135,25870.9204959049,67275.624850756,77,3,0,7,144874.53722885984,4,271288.79103634704,0,2022-07-08 00:02:15
136,54779.65641653309,24222.48042914966,38,3,15,6,230492.43991103038,4,425922.9854066602,1,2022-07-08 00:02:16
137,68929.17082446508,84247.31173132274,62,0,9,7,240621.8427121656,16,252495.52506302393,1,2022-07-08 00:02:17
138,85431.19320426034,0.0,74,1,7,1,1131824.1988699657,17,247838.98071685972,1,2022-07-08 00:02:18
139,27635.898012531616,19562.54388493718,23,0,1,5,432159.3311523937,15,184281.96982171986,0,2022-07-08 00:02:19
140,47582.75447411684,13431.065208858417,23,1,4,6,368820.41295008676,10,286199.40666903625,0,2022-07-08 00:02:20
141,35946.264546551116,82928.58170539062,26,3,4,6,261286.92186937414,7,224055.15313706748,1,2022-07-08 00:02:21
142,141755.3060502046,0.0,45,2,19,5,224935.9974249214,2,474653.18586418516,0,2022-07-08 00:02:22
143,106481.18810372033,0.0,55,3,6,8,114538.90128317013,24,470978.7936228412,0,2022-07-08 00:02:23
144,39978.505562731894,14443.003082739127,52,2,10,5,542551.5198777062,29,296956.754559559,0,2022-07-08 00:02:24
145,138948.14286615315,0.0,39,0,8,8,72596.927973439,28,25847.978758841873,0,2022-07-08 00:02:25
146,76670.93963092053,0.0,50,1,3,7,271666.91645164543,21,461371.00375918916,0,2022-07-08 00:02:26
147,139056.71067734336,0.0,73,1,15,5,535161.2415374623,3,49007.741325545976,1,2022-07-08 00:02:27
148,86480.77608267839,0.0,25,2,7,3,479756.7845366408,8,339722.8770391421,1,2022-07-08 00:02:28
149,52452.76653157478,37652.98843069126,22,3,18,5,269097.26535945997,18,152019.76593642487,1,2022-07-08 00:02:29
150,114333.10696774491,0.0,26,3,17,5,333909.77509651176,11,451003.8102186998,1,2022-07-08 00:02:30
151,74636.29558019026,66734.81788200539,67,1,4,8,67623.77656953124,23,446628.83727703296,1,2022-07-08 00:02:31
152,46582.92569388109,78682.98449633164,62,2,17,5,202529.96535147756,1,53050.89439903193,0,2022-07-08 00:02:32
153,85037.83000458588,0.0,44,2,4,0,667729.6089363841,27,92764.5624195727,0,2022-07-08 00:02:33
154,100003.28273606389,0.0,42,0,19,6,182113.37190350294,9,338134.764990923,1,2022-07-08 00:02:34
155,91693.40198544995,0.0,66,3,14,3,856706.0837635442,16,163199.77633849293,0,2022-07-08 00:02:35
156,143866.23968622362,0.0,74,3,5,6,199847.9952929957,20,494097.6155993896,0,2022-07-08 00:02:36
157,95069.85174510878,0.0,52,3,6,6,225401.8587461639,11,386133.6090322594,0,2022-07-08 00:02:37
158,118405.3394225417,0.0,30,1,12,6,416349.8058293893,17,376949.74670630606,0,2022-07-08 00:02:38
159,112968.0357733304,0.0,26,1,16,3,305045.0383957127,10,180759.02929196798,0,2022-07-08 00:02:39
160,51595.171920200286,16392.356111900368,78,1,15,7,127112.1801695445,4,155000.1608554678,1,2022-07-08 00:02:40
161,22404.473728934223,67464.2830032439,68,4,3,2,867524.8662505269,19,76301.84861282774,0,2022-07-08 00:02:41
162,22093.473231884753,39203.37730627242,42,2,3,1,434495.6432201132,14,32504.651353447654,0,2022-07-08 00:02:42
163,30162.235169822623,58969.347669579816,26,0,6,4,555463.4660264954,24,72204.24201350384,0,2022-07-08 00:02:43
164,67308.72751800713,23232.806874762995,49,0,16,8,103670.16812546912,7,164769.3584086562,1,2022-07-08 00:02:44
165,106035.6657663096,0.0,45,0,0,2,940396.1068881655,27,62943.424336865726,1,2022-07-08 00:02:45
166,94179.2862517569,0.0,44,0,18,0,1003436.4417381593,20,80664.07465643449,1,2022-07-08 00:02:46
167,46277.76733491948,20522.0087080764,65,4,7,3,518455.45082236355,10,482711.995408743,0,2022-07-08 00:02:47
168,116145.24940953107,0.0,29,1,8,7,108153.25964746649,29,108940.90359641257,0,2022-07-08 00:02:48
169,107768.77799872642,0.0,80,0,4,5,473552.53368132876,17,247453.1450335195,1,2022-07-08 00:02:49
170,20840.042325413193,81395.38198024839,78,0,10,7,137996.9214454529,11,11819.732112003045,1,2022-07-08 00:02:50
171,74320.32658083175,32247.136554254415,24,1,15,5,417838.24087186944,21,457830.7688365188,0,2022-07-08 00:02:51
172,37388.67953906245,72339.23026047388,75,3,13,6,227654.35971387263,23,127574.22849494137,0,2022-07-08 00:02:52
173,111609.6693089228,0.0,44,0,11,0,1045761.6152786849,4,405917.1465908724,1,2022-07-08 00:02:53
174,47126.43350022612,75368.66914376587,66,0,19,8,118128.34626132458,15,93016.57782930734,1,2022-07-08 00:02:54
175,140527.05870761623,0.0,57,1,2,7,212435.7458419874,23,276963.5092914129,0,2022-07-08 00:02:55
176,79932.74136174377,0.0,23,2,18,2,873012.6466968851,12,293374.26106574055,1,2022-07-08 00:02:56
177,126537.3440977419,0.0,46,4,19,3,323274.6181255612,21,229558.53618115286,1,2022-07-08 00:02:57
178,55481.078287434524,62416.976054805935,42,2,2,5,225202.68855672394,25,301267.9514379339,0,2022-07-08 00:02:58
179,122912.13317679001,0.0,65,0,6,8,59242.86475263526,17,166424.41591800604,1,2022-07-08 00:02:59
180,81488.36554063593,0.0,31,3,1,4,427500.62245468376,6,164446.8932254309,1,2022-07-08 00:03:00
181,105336.98012477202,0.0,22,1,19,5,241004.443911932,21,62222.33859676907,0,2022-07-08 00:03:01
182,78375.21830022064,0.0,51,4,7,8,52953.49990454594,4,226788.35786290898,1,2022-07-08 00:03:02
183,41828.049055112904,57615.29690856388,28,3,19,6,199290.69205959403,11,21943.698777856345,1,2022-07-08 00:03:03
184,82887.26371693035,0.0,44,1,11,4,528141.6750204822,25,280408.25933437067,0,2022-07-08 00:03:04
185,88166.50431519837,0.0,40,1,14,8,111443.7259119253,23,420153.6615976484,0,2022-07-08 00:03:05
186,22606.876507506066,14308.056271045069,38,0,10,4,427766.41883915424,8,280204.5616517422,0,2022-07-08 00:03:06
187,114573.34864554436,0.0,30,3,8,5,355846.2654398096,27,367574.1108264472,1,2022-07-08 00:03:07
188,46765.36919427331,63392.424396396156,47,1,4,8,137921.79855962764,18,246474.58523783166,0,2022-07-08 00:03:08
189,73779.61263512966,43681.60515988165,34,3,6,4,260190.7967040367,27,470348.8532193078,1,2022-07-08 00:03:09
190,28796.133677770144,65570.54777804409,80,4,15,5,273353.0207127213,22,88549.54430627049,0,2022-07-08 00:03:10
191,25798.85409112289,24913.13473045249,28,4,11,6,384054.8800561197,23,162625.21588724066,1,2022-07-08 00:03:11
192,33750.646507297046,44837.10587552849,28,0,9,2,433758.31774127757,28,437412.875210083,0,2022-07-08 00:03:12
193,83391.45726768233,0.0,61,4,0,1,505446.7305940346,17,11668.024690961121,0,2022-07-08 00:03:13
194,53159.083042458806,13097.453322652513,63,1,19,6,437816.2717028205,27,242881.54729331663,1,2022-07-08 00:03:14
195,137775.5047828402,0.0,52,0,8,2,634105.6007401927,17,227960.93964939052,1,2022-07-08 00:03:15
196,123875.18779343972,0.0,50,0,17,3,614627.5316209854,1,363928.1596760755,1,2022-07-08 00:03:16
197,48694.45972705011,11146.57769482306,35,1,13,1,924217.122932371,30,264058.8402549925,0,2022-07-08 00:03:17
198,37577.829590047775,62662.303408268024,38,1,19,6,449564.19905949605,18,410629.92424398166,0,2022-07-08 00:03:18
199,50266.877956242155,52314.67719290744,29,2,8,8,57239.47950711967,10,338662.5239063762,1,2022-07-08 00:03:19
200,131723.58164385258,0.0,38,1,1,5,576119.8103182268,6,461271.3314417733,0,2022-07-08 00:03:20
201,108545.29845770806,0.0,44,4,12,4,272845.2073242447,6,361760.2703997306,1,2022-07-08 00:03:21
202,72316.44579980843,40473.054656983906,42,0,19,2,946004.052779574,18,391923.7488660778,1,2022-07-08 00:03:22
203,86518.9425881441,0.0,52,4,10,7,228600.92382421132,20,299913.5501839485,1,2022-07-08 00:03:23
204,121085.25356211932,0.0,69,2,15,2,723967.1370109044,10,464093.7311899825,0,2022-07-08 00:03:24
205,30542.21145297467,16151.762180632835,43,4,1,5,370366.61709701247,14,361792.24304588424,1,2022-07-08 00:03:25
206,84001.5874135929,0.0,39,2,12,8,82397.12039491038,12,282828.7285875341,1,2022-07-08 00:03:26
207,121744.3388813591,0.0,61,3,18,8,114452.80425449442,12,53750.63876757313,0,2022-07-08 00:03:27
208,41152.01931880013,51383.15485982178,39,3,2,8,101243.72637748609,18,263481.88179727877,1,2022-07-08 00:03:28
209,147057.39095299796,0.0,31,2,6,0,991711.5634761637,14,161921.13424602494,1,2022-07-08 00:03:29
210,62204.29244543906,40269.36436121154,45,2,17,1,672117.1742788282,16,411693.6951881871,0,2022-07-08 00:03:30
211,96199.51876789663,0.0,29,0,14,7,208787.12885540284,27,261471.06287622213,0,2022-07-08 00:03:31
212,114686.63166583928,0.0,60,3,7,1,467342.0661566663,14,188028.97046075473,0,2022-07-08 00:03:32
213,97662.03511750177,0.0,33,4,8,4,500306.54622996075,30,141942.027402787,1,2022-07-08 00:03:33
214,86827.5748599409,0.0,78,4,6,3,318903.84081580763,5,216097.01629515193,0,2022-07-08 00:03:34
215,37130.928268025746,27944.21979256797,72,0,13,2,779766.8885115987,15,218680.12554515648,1,2022-07-08 00:03:35
216,58209.30621075591,17155.49306269465,55,3,9,8,143933.8312823834,16,390913.0887717577,0,2022-07-08 00:03:36
217,67071.98524687873,55991.220810263716,75,2,3,6,277727.9321597735,3,356407.6200696534,0,2022-07-08 00:03:37
218,143225.70048621006,0.0,24,1,19,6,246815.54389838202,7,35838.778749186895,0,2022-07-08 00:03:38
219,53513.607886564496,60367.48955609864,51,2,17,8,121963.21496021363,15,250567.81215432938,0,2022-07-08 00:03:39
220,72073.1650844961,51428.76131877876,63,1,12,5,511271.81250568014,16,33202.565663265734,1,2022-07-08 00:03:40
221,78776.89402654386,0.0,51,2,10,2,824857.2247987329,24,464040.7311075006,0,2022-07-08 00:03:41
222,47323.336500421894,16414.974432935785,50,1,6,0,1331772.2480203211,4,254961.91506552557,0,2022-07-08 00:03:42
223,119570.39094468951,0.0,62,2,1,5,318582.20495697885,10,463437.1026613541,0,2022-07-08 00:03:43
224,71169.70025101062,18996.290627987757,27,1,10,0,775224.9745855627,3,464485.96669601335,0,2022-07-08 00:03:44
225,94246.64497003752,0.0,25,1,15,3,465446.9730281914,9,224511.28774057928,0,2022-07-08 00:03:45
226,68023.2704423778,26524.56511371511,26,2,1,0,1108462.5010212671,28,361600.31379804073,1,2022-07-08 00:03:46
227,132966.34268235805,0.0,63,1,11,6,164286.71209116254,26,455696.1046099953,1,2022-07-08 00:03:47
228,100760.87986555838,0.0,41,4,14,3,808905.6966010226,29,344988.9780488213,1,2022-07-08 00:03:48
229,110134.16521428818,0.0,39,4,1,5,442712.8287279631,1,435755.3421762667,1,2022-07-08 00:03:49
230,113875.90029013001,0.0,56,1,0,4,266549.3917505395,4,368683.89258860826,0,2022-07-08 00:03:50
231,53563.97118679238,28594.479328673115,47,0,18,8,99201.87425299357,21,240851.03856941414,1,2022-07-08 00:03:51
232,82061.40027596318,0.0,78,1,2,6,277912.36208929715,25,337842.25651272654,1,2022-07-08 00:03:52
233,29654.033038480946,43279.09999971959,23,0,17,3,819385.6602773644,18,487152.63243245654,0,2022-07-08 00:03:53
234,139906.92414018145,0.0,47,0,17,2,545925.8224922422,8,101202.23068902845,1,2022-07-08 00:03:54
235,136364.50980566652,0.0,36,1,11,3,752882.1085119541,10,91539.49771041592,0,2022-07-08 00:03:55
236,83984.45597718083,0.0,20,0,11,1,764061.4427805005,7,498314.1342390141,0,2022-07-08 00:03:56
237,38107.960822748304,61846.79346247993,37,4,18,8,92383.34144670518,16,397877.59118436684,1,2022-07-08 00:03:57
238,20518.442564744077,19956.712197000434,40,0,6,5,593345.3746711091,13,219750.17676334412,1,2022-07-08 00:03:58
239,83015.10342660686,0.0,75,0,14,7,180399.79456533713,13,166482.27879568684,1,2022-07-08 00:03:59
240,43274.7381389379,63393.208689870175,37,2,8,7,237268.42597104274,27,255288.98404874062,1,2022-07-08 00:04:00
241,44203.3863248525,43196.39120817997,21,0,12,6,265524.4682181901,1,121515.19309405379,0,2022-07-08 00:04:01
242,59579.303923546446,55408.38687743786,40,1,9,6,448671.65834223444,25,6987.446532246256,0,2022-07-08 00:04:02
243,38746.684510600535,53690.94646575601,75,3,1,7,179141.02898139023,20,123869.27956452015,0,2022-07-08 00:04:03
