,salary,comission,age,elevel,car,zipcode,hvalue,hyears,loan,class,datetime
53,139670.0432336111,0.0,61,1,11,1,622794.0739657796,6,371949.73793293256,0,2022-07-08 00:00:00.053
54,72695.2922552163,84115.13478827481,45,1,18,6,211391.7596117554,14,20797.247537965246,1,2022-07-08 00:00:00.054
55,134023.03339760474,0.0,64,2,16,2,890175.6658653428,28,400257.68837847695,0,2022-07-08 00:00:00.055
56,106150.54313179059,0.0,22,2,11,2,1025645.1895367712,7,64141.916964096104,0,2022-07-08 00:00:00.056
57,30603.6417965946,34454.685902390476,67,3,13,0,592689.3177835229,23,479334.5939747985,0,2022-07-08 00:00:00.057
58,60516.87986580373,22913.35863672036,67,1,18,6,261797.88716211336,18,463895.05553370854,0,2022-07-08 00:00:00.058
59,110541.17327425737,0.0,30,4,3,7,106944.67392365712,4,356698.027036675,0,2022-07-08 00:00:00.059
60,61869.21336293559,41355.36136573741,65,3,17,8,104718.79264683338,18,230451.54696935177,0,2022-07-08 00:00:00.060
61,136173.12329982637,0.0,49,2,8,1,966158.4753883737,11,150726.76151528265,1,2022-07-08 00:00:00.061
62,44308.927798466284,34794.14480896927,37,2,10,3,441905.48265172023,1,457763.81254380575,0,2022-07-08 00:00:00.062
63,114047.0935429772,0.0,78,1,10,7,205816.80581545644,2,128983.4908554623,0,2022-07-08 00:00:00.063
64,127100.1972418098,0.0,50,0,10,4,480052.7558367354,20,38763.6116337457,1,2022-07-08 00:00:00.064
65,20273.871424435965,60179.63147657751,80,4,9,6,265187.8292094654,18,83431.11029369793,0,2022-07-08 00:00:00.065
66,139566.49928881024,0.0,60,1,7,2,545278.3243808206,4,482877.1120587838,0,2022-07-08 00:00:00.066
67,80168.74010625086,0.0,77,0,17,2,932039.6831524327,28,224125.19285210318,0,2022-07-08 00:00:00.067
68,138406.98310069466,0.0,73,0,15,3,884148.2685339011,26,160436.8992429061,0,2022-07-08 00:00:00.068
69,50333.813779413926,36382.666463705275,65,4,2,5,390921.18305116455,23,407783.6934086622,0,2022-07-08 00:00:00.069
70,82523.07997538857,0.0,73,0,14,0,1104041.8807848706,4,155648.8552126455,0,2022-07-08 00:00:00.070
71,61752.5071415258,63797.795231922355,26,2,1,6,421707.5408004015,19,389953.3928629856,0,2022-07-08 00:00:00.071
72,45189.781599955604,32061.628006710886,51,0,2,3,772262.2116887122,16,337490.8351571052,1,2022-07-08 00:00:00.072
73,51473.39364846776,71675.34740046682,75,4,10,7,139299.67423897472,26,206296.7642544175,0,2022-07-08 00:00:00.073
74,48792.929931667466,42733.17761354438,46,4,0,2,871547.4437273073,17,379936.98740617663,1,2022-07-08 00:00:00.074
75,51601.41739095941,72684.05257397267,57,0,18,0,967392.1990681514,16,459036.0147788608,1,2022-07-08 00:00:00.075
76,113844.51696937851,0.0,28,1,9,0,1338899.6226753052,11,202864.34419325434,0,2022-07-08 00:00:00.076
77,88090.3467708851,0.0,36,3,16,8,56165.281198828154,3,253287.02221052806,0,2022-07-08 00:00:00.077
78,133756.51681008504,0.0,36,0,6,2,519550.1667244503,1,221013.00003515024,0,2022-07-08 00:00:00.078
79,44654.572397736265,41977.87251082723,28,3,6,1,843748.835064389,7,422901.5792034485,0,2022-07-08 00:00:00.079
80,99992.14950007964,0.0,40,3,14,7,252228.31906638815,17,81507.27836965426,1,2022-07-08 00:00:00.080
81,67301.98947742788,12505.39110177091,49,1,12,3,376660.1745629443,30,304149.9533324858,1,2022-07-08 00:00:00.081
82,116059.35822282563,0.0,51,1,17,6,239106.6456037679,6,186368.20347907578,1,2022-07-08 00:00:00.082
83,131770.7450593462,0.0,46,1,19,1,1020274.9874365053,9,359025.6570367213,1,2022-07-08 00:00:00.083
84,140349.51421610045,0.0,26,1,12,1,1128674.711885272,23,374800.68259520957,0,2022-07-08 00:00:00.084
85,26811.25049516326,10611.120462206998,51,0,18,1,925174.8627722712,1,482776.6407667754,1,2022-07-08 00:00:00.085
86,87901.10486823373,0.0,56,2,18,5,331044.8337300542,21,123941.80072005883,1,2022-07-08 00:00:00.086
87,92259.50826599749,0.0,72,4,18,0,1118193.2560112814,22,452640.9780651473,0,2022-07-08 00:00:00.087
88,63632.64014759338,50370.006329899625,39,2,3,1,452483.33707872545,28,10146.310939341041,0,2022-07-08 00:00:00.088
89,134866.32223107418,0.0,33,4,17,8,67186.10726355937,14,426344.0897313402,0,2022-07-08 00:00:00.089
90,66619.9568702168,74616.26007558667,34,0,3,5,216653.2169621984,6,304273.1894520467,0,2022-07-08 00:00:00.090
91,144115.6474087311,0.0,63,2,15,6,444662.27059606323,21,484116.873040578,0,2022-07-08 00:00:00.091
92,56460.149986672455,17709.165984697524,64,4,19,0,864774.8216760441,25,438415.26925607957,0,2022-07-08 00:00:00.092
93,37414.27355991275,35825.37488073674,31,3,7,1,451262.3525457002,7,272171.0514030177,0,2022-07-08 00:00:00.093
94,71766.71404624643,23645.361054240493,71,4,11,1,572684.1388280106,21,186561.80629064507,0,2022-07-08 00:00:00.094
95,24744.96289499523,14262.214221683053,35,0,7,1,738191.6919581067,20,230309.17481162766,0,2022-07-08 00:00:00.095
96,112738.65468436627,0.0,23,4,8,6,320534.7353209257,8,222495.6454228474,0,2022-07-08 00:00:00.096
97,99471.9766629742,0.0,60,4,12,1,1039011.2176654597,13,297065.87328027334,0,2022-07-08 00:00:00.097
98,82969.6572401023,0.0,36,2,15,0,1021339.312784258,8,6268.987938455873,0,2022-07-08 00:00:00.098
99,118612.3436641795,0.0,46,1,18,7,298733.5595515048,23,24128.796521617536,1,2022-07-08 00:00:00.099
100,54341.79721870346,22957.896128575165,62,0,7,1,458123.47755075386,19,12455.895398800265,0,2022-07-08 00:00:00.100
101,58068.383499602656,55399.27048981737,70,0,14,5,321798.7101883395,12,5488.171852790047,0,2022-07-08 00:00:00.101
102,55188.771827159435,11983.592481316993,56,2,13,7,298621.32087487803,16,153349.97429819652,1,2022-07-08 00:00:00.102
103,33865.62055686578,22144.236897245166,69,1,12,7,118057.88989624515,21,416731.8386672524,0,2022-07-08 00:00:00.103
104,118131.99901769908,0.0,46,3,17,8,82305.67376689789,6,50113.3635638551,1,2022-07-08 00:00:00.104
105,67395.78770369702,77134.15605593014,23,2,12,0,671695.2178290266,9,26804.39510215016,0,2022-07-08 00:00:00.105
106,34052.71484880314,49461.66925098055,74,1,18,2,414947.8502257456,28,303261.0279545606,0,2022-07-08 00:00:00.106
107,72724.16124267431,30543.996943695343,65,2,4,7,142317.45439117818,16,228788.31082396777,0,2022-07-08 00:00:00.107
108,81189.93912148045,0.0,54,1,0,3,674919.7910377672,15,462957.4924184524,1,2022-07-08 00:00:00.108
109,49980.61792114105,45638.83137452896,51,1,15,2,505776.9857773731,28,181514.00999675377,1,2022-07-08 00:00:00.109
110,111398.93070847374,0.0,51,1,9,5,220320.9557770236,19,252100.68983437645,1,2022-07-08 00:00:00.110
111,107836.52869786172,0.0,33,4,2,3,772935.7093959515,17,145028.08589601784,0,2022-07-08 00:00:00.111
112,141247.77445466927,0.0,60,0,16,2,715779.9780856682,21,202719.9371811359,0,2022-07-08 00:00:00.112
113,35547.50567453005,70927.5486737738,72,3,4,8,93247.87771356343,28,368046.46499153646,0,2022-07-08 00:00:00.113
114,128670.27319097494,0.0,61,1,8,8,133029.3512788351,25,102675.21186639083,0,2022-07-08 00:00:00.114
115,45776.81016872337,57363.301997511175,68,3,13,8,145813.05523197175,9,487146.7079371301,0,2022-07-08 00:00:00.115
116,43794.748010965384,11389.866127331647,64,0,14,1,702748.7500972014,17,446317.6937485442,0,2022-07-08 00:00:00.116
117,98323.15104943053,0.0,49,0,17,4,416955.5014936236,12,176333.10183735922,1,2022-07-08 00:00:00.117
118,147008.07760045395,0.0,39,3,6,3,816613.8146701832,21,8953.14540217107,0,2022-07-08 00:00:00.118
119,46799.493610847974,28780.593362036278,71,2,19,4,357367.8559978466,12,440317.14527583914,0,2022-07-08 00:00:00.119
120,27871.347980988845,61975.36359279447,36,1,5,2,906175.7407602353,22,375084.8447724481,0,2022-07-08 00:00:00.120
121,25123.618476713735,65409.48219103372,52,4,7,6,230241.31355804225,4,418909.974438036,1,2022-07-08 00:00:00.121
122,136188.89290180945,0.0,50,1,5,6,349394.509508311,6,373161.3547232344,1,2022-07-08 00:00:00.122
123,23985.809097136316,16441.073478274004,51,3,1,7,217565.14177543984,6,268067.35645262146,1,2022-07-08 00:00:00.123
124,108571.94050855769,0.0,36,3,15,8,102923.6796402603,12,191884.14482595705,0,2022-07-08 00:00:00.124
125,146595.34981956208,0.0,26,3,1,6,432049.65175089746,15,99475.44344296177,0,2022-07-08 00:00:00.125
126,76385.59276619236,0.0,26,4,9,1,741669.3176226873,5,347242.80288137187,0,2022-07-08 00:00:00.126
127,29358.592682537354,82637.65887299977,58,1,1,1,839802.7828682931,21,98283.60341920999,1,2022-07-08 00:00:00.127
128,140215.91891310026,0.0,78,0,8,8,58989.27974468722,19,72668.6752285437,0,2022-07-08 00:00:00.128
129,50453.91447214415,70499.43685233238,45,0,16,2,769205.7385250676,2,14718.691559812425,1,2022-07-08 00:00:00.129
130,80088.65376860547,0.0,52,3,7,0,1060883.4859422576,21,300922.8332496803,1,2022-07-08 00:00:00.130
131,128529.86243851876,0.0,68,1,14,1,947926.4732366117,25,433774.3019400597,0,2022-07-08 00:00:00.131
132,63890.73100059963,72613.27460021229,74,2,6,6,278304.7577233448,11,161444.02129217517,0,2022-07-08 00:00:00.132
133,74071.03368472906,28710.530547284136,42,2,4,6,345702.7202811825,12,159906.28696504334,1,2022-07-08 00:00:00.133
134,24949.812697245237,12497.124586559074,49,3,8,7,225588.652268064,26,74579.46306305696,1,2022-07-08 00:00:00.134
135,96640.11904054122,0.0,76,4,9,0,715645.676720088,15,261798.54453698025,0,2022-07-08 00:00:00.135
136,94047.1009310225,0.0,44,4,18,0,1340062.8200877784,24,436127.131392127,1,2022-07-08 00:00:00.136
137,108644.03248468008,0.0,65,4,4,3,565520.0685664432,25,365131.39488107164,0,2022-07-08 00:00:00.137
138,140674.03681838216,0.0,56,4,5,7,282787.06417434674,13,453156.935954738,1,2022-07-08 00:00:00.138
139,31427.61547952549,45696.66633988146,26,2,3,0,724521.0744224985,18,302137.9478522434,0,2022-07-08 00:00:00.139
140,113220.52753806155,0.0,53,2,16,2,524643.05230521,12,358811.27570090117,1,2022-07-08 00:00:00.140
141,96038.13069722077,0.0,73,1,12,8,61143.68453202223,6,484754.10113908874,0,2022-07-08 00:00:00.141
142,23498.024741373818,72336.39382806647,40,1,1,3,537824.0182765134,28,223682.66690480316,1,2022-07-08 00:00:00.142
143,109524.3248790594,0.0,20,2,6,0,1213955.2089292782,3,294170.25667383854,0,2022-07-08 00:00:00.143
144,99424.26057029316,0.0,67,1,8,6,399204.07029851596,1,477231.4283448014,0,2022-07-08 00:00:00.144
145,91524.88771423069,0.0,38,0,2,3,769840.7748991364,16,186177.95833385308,0,2022-07-08 00:00:00.145
146,84323.88719548058,0.0,39,3,2,7,278618.9883090914,28,241631.2259588726,0,2022-07-08 00:00:00.146
147,106681.77129459013,0.0,44,0,13,0,847965.9978032827,9,346456.6218052816,1,2022-07-08 00:00:00.147
148,40233.855562440585,45297.59153221138,46,3,17,1,941404.0793294784,22,90142.70314880158,1,2022-07-08 00:00:00.148
149,127999.16114680501,0.0,68,0,18,1,1051076.5428370656,29,154611.54844979013,0,2022-07-08 00:00:00.149
150,37196.33424095151,67113.22298704492,65,4,8,3,486055.6574845075,25,334677.7021068023,0,2022-07-08 00:00:00.150
151,104978.31449857612,0.0,59,3,17,5,545533.3598864625,23,290267.1965715409,1,2022-07-08 00:00:00.151
152,68842.33647464775,58422.5381762222,56,0,11,0,1093971.0828410205,13,314896.34910257766,1,2022-07-08 00:00:00.152
153,79307.68208370371,0.0,80,1,14,4,355508.40241249953,18,275745.89048684394,0,2022-07-08 00:00:00.153
154,99764.80559819873,0.0,20,2,14,2,428193.0375767063,10,311100.23785193404,0,2022-07-08 00:00:00.154
155,125058.12361241982,0.0,80,0,5,8,81223.68445709071,17,5990.303217789427,0,2022-07-08 00:00:00.155
156,75532.76359737152,0.0,41,2,6,6,404452.47773679736,27,100145.41945276695,1,2022-07-08 00:00:00.156
157,96767.71099727889,0.0,77,3,4,7,297819.2326905142,22,428336.18690180505,0,2022-07-08 00:00:00.157
158,52893.44519706911,46537.7391649556,36,4,17,6,330407.1302012963,2,168136.71394324687,0,2022-07-08 00:00:00.158
159,84547.91532817268,0.0,35,0,6,2,960837.8759979135,28,287109.54218620656,0,2022-07-08 00:00:00.159
160,24999.80856485964,38567.89418131687,63,4,1,6,204289.06529339656,6,51621.28101609453,0,2022-07-08 00:00:00.160
161,90859.38317414359,0.0,74,2,2,1,654030.6260562642,8,190309.07751584862,0,2022-07-08 00:00:00.161
162,69084.2006467104,63483.34826754324,67,4,10,8,126850.41763333716,10,490295.1901766821,0,2022-07-08 00:00:00.162
163,88250.06897548126,0.0,23,1,11,1,1159971.6245505654,13,33759.12106515239,0,2022-07-08 00:00:00.163
164,82858.08840945388,0.0,62,3,19,0,978235.717779185,1,373015.83623862633,0,2022-07-08 00:00:00.164
165,35748.632634423004,70212.50803998004,74,1,3,5,484617.82321456895,10,448399.7105963864,0,2022-07-08 00:00:00.165
166,48800.70084480557,27821.74544596648,79,2,10,1,574787.9106708949,8,344167.00936264324,0,2022-07-08 00:00:00.166
167,79799.99686164138,0.0,40,2,11,4,583908.5171130962,27,115567.27603922845,1,2022-07-08 00:00:00.167
168,49317.99228951837,73066.0205415993,66,3,8,8,90131.21340162703,17,115553.6411487878,0,2022-07-08 00:00:00.168
169,61574.41233592553,65269.12645657642,45,3,11,6,164126.78637078014,25,263633.7211355983,1,2022-07-08 00:00:00.169
170,141691.2602543214,0.0,65,4,2,4,461794.00333960843,28,320607.1074716548,0,2022-07-08 00:00:00.170
171,109106.03955435751,0.0,66,2,10,7,243899.426405223,17,322370.1469203645,0,2022-07-08 00:00:00.171
172,136697.23115789585,0.0,68,0,13,3,564599.0491967682,11,478629.84439863457,0,2022-07-08 00:00:00.172
173,58674.84088111049,38715.0899164056,27,3,2,6,206181.5951911499,24,166210.6001457065,0,2022-07-08 00:00:00.173
174,125895.57156264989,0.0,73,1,8,3,414210.95085292106,21,139282.54965469704,0,2022-07-08 00:00:00.174
175,117603.41723894545,0.0,31,1,6,7,272197.69006748707,25,475455.8723313868,0,2022-07-08 00:00:00.175
176,81994.04184203353,0.0,62,4,16,2,636110.9815192089,17,27680.281583245647,0,2022-07-08 00:00:00.176
177,138911.0457141205,0.0,28,0,7,0,1217127.6414569991,24,495207.4200208475,0,2022-07-08 00:00:00.177
178,86701.79128505156,0.0,58,2,8,2,614758.2793115713,29,403503.7106658851,1,2022-07-08 00:00:00.178
179,28932.874438380124,78686.38439436565,76,1,14,5,571944.1184493215,1,111615.3749337419,0,2022-07-08 00:00:00.179
180,39628.856317073565,39771.43320744667,37,2,17,1,881097.6492427724,28,182978.672472699,0,2022-07-08 00:00:00.180
181,135272.97626696262,0.0,62,2,19,6,167878.75063215048,15,233225.56817951202,0,2022-07-08 00:00:00.181
182,41426.42370552832,28429.08039965139,25,2,2,2,682149.0350546481,6,36813.03512808631,0,2022-07-08 00:00:00.182
183,56058.349276943765,76140.11679371116,73,1,18,7,280312.9345508954,3,258986.33668712195,0,2022-07-08 00:00:00.183
184,61647.301643399165,15084.042503111239,61,4,11,4,281504.36256815516,7,359059.6741464217,0,2022-07-08 00:00:00.184
185,32393.116508578307,16894.868478635675,40,0,6,0,1111294.9527823748,10,190232.5176076932,1,2022-07-08 00:00:00.185
186,24681.678661810525,17257.747582476262,76,2,10,2,829622.7904020748,11,307890.4626267757,0,2022-07-08 00:00:00.186
187,90287.38731795986,0.0,44,0,14,1,434474.2884097972,26,272863.82626720215,1,2022-07-08 00:00:00.187
188,139483.28420346923,0.0,30,1,19,7,183732.8790551114,28,229028.71841015265,0,2022-07-08 00:00:00.188
189,117046.62617702867,0.0,28,1,14,2,765186.8318664653,8,144050.09998134698,0,2022-07-08 00:00:00.189
190,92639.39842398478,0.0,71,3,19,8,75120.61475374627,2,176460.3464409554,0,2022-07-08 00:00:00.190
191,82485.41435429605,0.0,24,4,8,2,942700.1681010922,30,416807.19225631614,0,2022-07-08 00:00:00.191
192,65680.76829718746,82304.78603764845,70,0,1,2,888684.649053487,7,35605.1874884703,0,2022-07-08 00:00:00.192
193,142285.6773751013,0.0,77,3,18,4,503333.22224245424,21,369800.22347197117,0,2022-07-08 00:00:00.193
194,148127.4592237599,0.0,55,4,3,1,923897.0704329013,29,199299.7717735957,1,2022-07-08 00:00:00.194
195,131217.46817737137,0.0,55,1,7,3,700939.893355448,6,298771.17306220165,1,2022-07-08 00:00:00.195
196,68054.28017693188,36380.53789531077,69,1,9,7,202731.19302743213,14,295340.8052871638,0,2022-07-08 00:00:00.196
197,140375.88927751262,0.0,35,1,9,1,1179799.0924935217,9,273515.1733385788,0,2022-07-08 00:00:00.197
198,60934.5405720245,71688.99886364564,40,0,14,2,755985.1163279109,25,474349.39129139273,1,2022-07-08 00:00:00.198
199,115558.41267337161,0.0,26,4,15,4,405516.1666241422,12,78323.66626616011,0,2022-07-08 00:00:00.199
200,81084.66731972036,0.0,40,4,13,0,1002834.0141394871,29,317923.0912005391,1,2022-07-08 00:00:00.200
201,36277.66546620153,31246.476510396697,79,3,18,8,67192.45717066962,1,102876.52015228455,0,2022-07-08 00:00:00.201
202,87858.42654623781,0.0,48,3,8,4,447901.88142060395,7,59351.527040558016,1,2022-07-08 00:00:00.202
203,97265.71058874395,0.0,33,4,19,2,661451.8182939929,12,433087.0092072972,0,2022-07-08 00:00:00.203
204,132225.90556661497,0.0,61,3,13,3,551266.7175871393,15,184448.36981250907,0,2022-07-08 00:00:00.204
205,94716.25124848449,0.0,35,4,18,5,261254.81566101217,13,325943.77939620154,0,2022-07-08 00:00:00.205
206,67190.51900589347,62705.81767533806,33,4,15,4,318339.3786864563,10,281731.06864100683,0,2022-07-08 00:00:00.206
207,67103.08986106742,69922.78011177566,21,3,8,0,625274.5687962746,21,308442.9659734506,0,2022-07-08 00:00:00.207
208,53070.83844942844,71285.74907944855,57,2,18,4,381130.653423202,5,233433.6121093931,1,2022-07-08 00:00:00.208
209,56799.59262581713,77170.82862924541,53,0,6,3,372610.52983344416,29,401003.0186151513,1,2022-07-08 00:00:00.209
210,64018.325267747205,71662.35537673699,67,3,16,5,252880.93620926238,13,150605.0917811847,0,2022-07-08 00:00:00.210
211,103691.90803531201,0.0,72,3,14,1,758282.021722973,22,78760.298178571,0,2022-07-08 00:00:00.211
212,23317.180139576925,15678.561532802585,51,1,11,4,414403.13973349385,5,438636.84831944155,1,2022-07-08 00:00:00.212
213,89553.67655342945,0.0,42,3,8,1,1191660.9888735553,18,89560.6719540088,1,2022-07-08 00:00:00.213
214,49076.531655404695,54614.73475984936,30,1,14,5,253814.43780978277,16,163551.6913016219,0,2022-07-08 00:00:00.214
215,46164.79749227519,55726.643571691486,25,2,10,6,383542.9407733508,13,244420.99870882073,0,2022-07-08 00:00:00.215
216,147480.77855581202,0.0,64,1,15,4,370659.8052552574,25,164020.6362594055,0,2022-07-08 00:00:00.216
217,102034.62330003483,0.0,56,4,8,6,171358.73354940175,22,416317.37543132703,1,2022-07-08 00:00:00.217
218,93853.35854538108,0.0,53,0,14,5,376133.3501516824,18,268795.77438353456,1,2022-07-08 00:00:00.218
219,33918.30638867981,58912.83448415638,44,2,13,1,545228.7444697742,16,295069.10264476103,1,2022-07-08 00:00:00.219
220,21707.62728038976,57290.082477336895,78,2,11,1,1105460.5068443753,26,291775.18461537047,0,2022-07-08 00:00:00.220
221,60927.82542648084,84100.08494815583,65,1,15,0,488799.40284235525,10,301564.55997481075,0,2022-07-08 00:00:00.221
222,138954.0377669246,0.0,68,0,18,3,314445.20010878093,21,86093.02083027532,0,2022-07-08 00:00:00.222
223,98776.04425490211,0.0,59,1,1,2,989511.3824799835,7,18797.427389953937,1,2022-07-08 00:00:00.223
224,148059.857472713,0.0,50,3,8,0,1286241.586305815,19,324466.0190367303,1,2022-07-08 00:00:00.224
225,116833.67202569674,0.0,30,1,16,3,486346.37739549956,26,333046.2096645522,0,2022-07-08 00:00:00.225
226,22426.869708718816,73792.13431669286,44,3,3,7,238343.72271574615,12,206675.2375875755,1,2022-07-08 00:00:00.226
227,86871.0124269661,0.0,50,0,10,2,621291.5439241929,26,493230.7327959619,1,2022-07-08 00:00:00.227
228,38246.98887885931,31156.82423927728,32,2,6,0,1295057.7015120236,3,387635.9807801445,0,2022-07-08 00:00:00.228
229,147787.72592514392,0.0,64,3,0,1,457798.19927123556,29,313156.2470954863,0,2022-07-08 00:00:00.229
230,95131.18805650806,0.0,44,0,4,1,497131.5376452204,28,285122.1032874348,1,2022-07-08 00:00:00.230
231,64895.00565260061,75257.75285940124,58,4,5,0,1190234.9353161394,9,435194.41615499475,1,2022-07-08 00:00:00.231
232,112342.55587882876,0.0,56,1,13,3,835249.4391592412,21,32440.9391655755,1,2022-07-08 00:00:00.232
233,44435.88452444059,31052.823055827677,64,2,14,2,684876.2929576314,15,316988.9424952416,0,2022-07-08 00:00:00.233
234,53808.45103392014,55323.59909423467,76,3,2,2,522163.4234309139,11,155499.87918523484,0,2022-07-08 00:00:00.234
235,90322.71923423022,0.0,43,3,12,5,518806.55718620063,30,222411.7143764882,1,2022-07-08 00:00:00.235
236,63681.22649868501,58475.837349739675,62,2,16,8,67743.68438961884,13,202068.5151520255,0,2022-07-08 00:00:00.236
